zoom зум тред,0
набегаторский,0
твой,0
faq editionзаебали зум треды без шапки и ответов на часто задаваемые вопросы,1
кто создал тред без шапки   пидор и подвергается анальным мучениям,1
здесь отвечаю на вопросы,0
как искать ссылкитещмта всё просто,0
вк,0
вбиваешь в поиск zoom,0
us и сортируешь по вкладке новости,0
обычно выдает 100к запросов  чтобы этой хуйни не было  допиши сегодняшнее число  запросов станет 1к,1
начинаешь скроллить и искать конференции которые уже начались или скоро начнутся,0
еще можешь как ебанутый обновлять страницу раз в минуту  но это нужно делать утром  в это время тупые училки постят ссылки на уроки которые начнутся через час  например,1
фасебук,0
в поисковом поле слева вверху блять пиши zoom meetings  нажми вкладку мероприятия,1
строчку онлайн мероприятия переведи в положение on  дата   сегодня  блджад,0
и все  выбирай   проверяй на актуальность и пости тред,0
твитор,0
в поиске пиши zoom,0
us  вкладка последнее либо популярное,0
чаще всего ссылки там постят муриканские школоло и геи дрочащие на камеру,1
годнота оче редко там проскакивает,0
как видева включать на вебкуобс и manycam,0
obs,0
чтобы вывести звук видева обс смотри гайд от нигры,1
сложного ничего нет  повторяй за его действиями и всё,0
мотай до 6:40  manycam,0
хуй знает  ебитесь с этим сами  либо кто юзает это говно  пишите гайд,1
где ссылки,0
мям  они ссылки не постят  мяяям  дайте ссылку пукищи сам и пости,0
либо жри что дают,1
а довайте тонка тралитьтвое тонко нахуй никому не нужно,1
хочешь тонкоты,0
создавай чатик в тг и собирай одыкватов,0
гыгы тонка тралить будем ыы  быдло вы быдло кто включает бассбуст  вы быдло гыг я вот тонка  а вы быдло,1
я не против тонкоты и не против жирноты  просто писать в треде а довайте тонка засунь в очко,1
действуй по ситуации ежжи,0
где лулзы  я зашел в тред и не вижу лулзы  дайте лулзовсразу на хуй отправляешься,1
хочешь лулзов  набегай в соло на свой класс и перди в микрофон,1
постите смешное,0
кто сохраняет записанные набеги  тот может быть  если звезды на небе сойдутся и ему не будет лень  запостит в тред несколько шебм,0
где взять видео для вебкикачаешь в вебм тредах либо ищи на ютубе интересные приколюхи,0
чтобы скачать видево с ютуба в адресной строке перед youtube впиши ss,0
иногда аноны сами постят в тред вебки для набегов,0
как экран снимать,0
качай бандикам и снимай,0
как сжимать вес видео,0
качай handbrake,0
прикольная штука,0
шапка   замечания к шапке,0
пиши,0
bump,0
слишкам многа написана што делать чтобы запостить твои видосу в видосу училок,1
я не понимаю нигерский  что делать  скажи русским языком  чертов укроп  а то я тебя градом расхуярю,1
слишкам многа устанавливать  качать  крутить вертеть  иди нахуй,1
это все за минуту делается,0
поиск конф вконтакте:   самые помоишные конфы  т,1
к,0
школьники со всего мира мониторят их так же как и вы :,0
пости лулзы  пидор  ты клован у питухов   развлекай нас  чмоня укропская,1
как попасть на школьный онлайн урок к зумерам  я здоровяк похожий на ваххабита  могу потрлллить их,1
жди утро  тогда и посветишь своим ебальником,1
как попасть на школьный урок зумеров,0
я хочу в школу снова,0
дайте мне учиться  пидоры,1
что за деды на видосах,1
eng,0
bump,0
чёт у вас тут тухло стало епта,1
орнул,0
заливай все шебмы на канал,0
ютуб не забанит,0
там же хуй был виден,1
